Date Time,Open,High,Low,Close,Volume,Adj Close
2018-06-17 05:03:00,6523.0209401600000000,6528.6889598400000000,6517.2491498600000000,6517.2491498600000000,670.78780203,6517.2491498600000000
2018-06-17 06:07:00,6534.9000000000000000,6538.8485193600000000,6523.2122176200000000,6523.2122176200000000,668.65439028,6523.2122176200000000
2018-06-17 07:03:00,6532.7535185000000000,6540.8113679400000000,6496.4000000000000000,6536.5558763700000000,665.23502301,6536.5558763700000000
2018-06-17 08:01:00,6505.0962836800000000,6535.0490954200000000,6505.0962836800000000,6526.4958000000000000,666.91067716,6526.4958000000000000
2018-06-17 09:04:00,6511.5510847900000000,6518.5999997700000000,6505.0900835000000000,6505.1757810200000000,671.05974859,6505.1757810200000000
2018-06-17 10:08:00,6540.2071409000000000,6540.2071409000000000,6513.4407224600000000,6518.5842603800000000,662.75011787,6518.5842603800000000
2018-06-17 11:04:00,6505.3131028300000000,6574.4359598400000000,6502.9443256300000000,6530.9157392200000000,650.76576116,6530.9157392200000000
2018-06-17 12:04:00,6533.9999982300000000,6533.9999996600000000,6502.9762031400000000,6513.9840604400000000,667.19687463,6513.9840604400000000
2018-06-17 13:04:00,6515.6222725900000000,6522.4434637600000000,6500.1100016200000000,6519.5685343200000000,643.57890068,6519.5685343200000000
2018-06-17 14:07:00,6505.0000000000000000,6513.6000000000000000,6493.4009947400000000,6508.0445314400000000,616.75881131,6508.0445314400000000
2018-06-17 15:05:00,6473.1513530500000000,6510.1941664200000000,6446.0000000000000000,6505.0000000000000000,566.282162,6505.0000000000000000
2018-06-17 16:04:00,6481.0164782300000000,6499.0484032900000000,6462.0986461800000000,6473.1513530500000000,580.32627213,6473.1513530500000000
2018-06-17 17:03:00,6470.9000011500000000,6489.3198946200000000,6462.7233515300000000,6481.0164782300000000,465.85561929,6481.0164782300000000
2018-06-17 18:07:00,6519.9999992900000000,6519.9999992900000000,6467.1862256400000000,6470.8142657300000000,433.93961101,6470.8142657300000000
2018-06-17 19:04:00,6503.0000000000000000,6519.9999992900000000,6494.0684374300000000,6519.9999992900000000,447.49281034,6519.9999992900000000
2018-06-17 20:03:00,6495.7000000000000000,6507.0000000000000000,6485.7015521900000000,6503.0000000000000000,342.9159036,6503.0000000000000000
2018-06-17 21:04:00,6520.6294264200000000,6520.6294264200000000,6486.3527205800000000,6496.7000000000000000,285.46887378,6496.7000000000000000
2018-06-17 22:08:00,6499.8002826100000000,6544.2833986200000000,6494.5705004800000000,6514.4267151400000000,275.30959541,6514.4267151400000000
2018-06-17 23:05:00,6499.4459312100000000,6515.5683210900000000,6480.0159396600000000,6515.5683210900000000,279.07602787,6515.5683210900000000
2018-06-18 00:04:00,6501.1581208200000000,6501.1900000000000000,6480.3966832400000000,6499.4459312100000000,289.18065918,6499.4459312100000000
2018-06-18 01:05:00,6479.0987521800000000,6505.2000000000000000,6479.0987521800000000,6495.0263937800000000,277.7059401,6495.0263937800000000
2018-06-18 02:15:00,6449.9525808300000000,6469.1939727200000000,6432.1800006800000000,6458.0169316600000000,295.50399099,6458.0169316600000000
2018-06-18 03:05:00,6382.9842607600000000,6456.8407552600000000,6382.9842607600000000,6452.0159393900000000,327.8027774,6452.0159393900000000
2018-06-18 04:04:00,6411.7721431600000000,6436.0000000000000000,6382.9842607600000000,6382.9842607600000000,352.38191735,6382.9842607600000000
2018-06-18 05:04:00,6422.7962982300000000,6435.9369127800000000,6404.5051395900000000,6411.7721431600000000,365.96474937,6411.7721431600000000
2018-06-18 06:07:00,6405.6602140900000000,6433.7321708000000000,6400.0000000000000000,6421.8622517500000000,369.89776174,6421.8622517500000000
2018-06-18 07:04:00,6399.8667602800000000,6418.6092599200000000,6388.3759493400000000,6405.4015609300000000,389.54896573,6405.4015609300000000
2018-06-18 08:05:00,6418.0000000000000000,6436.8688971300000000,6390.0643609700000000,6398.0893236900000000,398.09671759,6398.0893236900000000
2018-06-18 09:02:00,6430.0000003000000000,6438.0000000000000000,6418.0000000000000000,6418.0000000000000000,407.62343018,6418.0000000000000000
2018-06-18 10:08:00,6425.3415080800000000,6441.9917167600000000,6416.9576044300000000,6432.0000003000000000,407.72445067,6432.0000003000000000
2018-06-18 11:08:00,6465.0070510000000000,6479.9840606100000000,6423.0000000100000000,6425.3415080800000000,409.88392975,6425.3415080800000000
2018-06-19 01:02:00,6707.2676827700000000,6719.5470673400000000,6705.4806019000000000,6719.5470673400000000,910.93361066,6719.5470673400000000
2018-06-19 01:08:00,6706.9299330200000000,6719.5470673400000000,6705.4806019000000000,6719.5470673400000000,914.26559785,6719.5470673400000000
2018-06-19 02:10:00,6714.3232356900000000,6724.7218046000000000,6694.2884345800000000,6705.0000010000000000,907.20199213,6705.0000010000000000
2018-06-19 03:02:00,6711.5370316000000000,6729.3380426600000000,6708.4550353800000000,6714.3557177700000000,914.65607141,6714.3557177700000000
2018-06-19 04:03:00,6718.0174245900000000,6720.0000000000000000,6707.7796969700000000,6719.7744327100000000,893.5111738,6719.7744327100000000
2018-06-19 05:04:00,6677.8740229400000000,6728.6095734000000000,6675.0000001800000000,6712.0570529900000000,875.69865175,6712.0570529900000000
2018-06-19 06:08:00,6685.0000000000000000,6703.1999998700000000,6675.0000000000000000,6690.0000000000000000,917.71073726,6690.0000000000000000
2018-06-19 07:04:00,6711.6014031100000000,6711.9171022900000000,6685.0000000000000000,6685.0000010100000000,919.1045977,6685.0000010100000000
2018-06-19 08:04:00,6701.4000000000000000,6712.8712514300000000,6684.5000008300000000,6711.6014031100000000,907.93495996,6711.6014031100000000
2018-06-19 09:04:00,6682.7000000000000000,6707.9999997000000000,6670.1000000000000000,6707.9999997000000000,891.72952741,6707.9999997000000000
2018-06-19 10:03:00,6690.0000001500000000,6696.1304434500000000,6663.0839128000000000,6682.7000000000000000,898.11599341,6682.7000000000000000
2018-06-19 11:05:00,6712.3349009200000000,6712.9999999900000000,6687.0000016300000000,6690.0000000000000000,907.78674456,6690.0000000000000000
2018-06-19 12:05:00,6716.0836172100000000,6716.8838440000000000,6693.3276578800000000,6712.3855272400000000,879.88064187,6712.3855272400000000
2018-06-19 13:05:00,6717.1899999900000000,6737.4687080400000000,6694.4688423000000000,6707.6663834500000000,882.76295758,6707.6663834500000000
2018-06-19 14:08:00,6746.5177525600000000,6761.1868742000000000,6717.1700003800000000,6717.1700003800000000,888.33598258,6717.1700003800000000
2018-06-19 15:04:00,6774.2399990400000000,6781.9800000000000000,6720.2660564800000000,6730.3800011100000000,1012.75672369,6730.3800011100000000
2018-06-19 16:02:00,6752.1000004600000000,6824.4025603000000000,6749.1000003500000000,6774.2400000000000000,1040.30901194,6774.2400000000000000
2018-06-19 17:04:00,6743.5472334600000000,6755.1600000000000000,6727.5655313000000000,6755.1600000000000000,1113.71293142,6755.1600000000000000
2018-06-19 18:06:00,6712.4488109100000000,6749.8828616600000000,6712.4488109100000000,6743.5800000000000000,1135.57625957,6743.5800000000000000
2018-06-19 19:04:00,6714.0300000000000000,6723.7597121000000000,6670.2411097600000000,6719.8069087700000000,1093.57992365,6719.8069087700000000
2018-06-19 20:05:00,6713.8400000000000000,6728.1518704900000000,6700.2168742000000000,6706.1106927200000000,991.2108222,6706.1106927200000000
2018-06-19 21:04:00,6718.5141193900000000,6724.8543891000000000,6710.1900000000000000,6713.8400000000000000,839.35624433,6713.8400000000000000
2018-06-19 22:05:00,6747.7667066000000000,6747.9999999900000000,6710.1900000000000000,6711.0000000000000000,754.36284645,6711.0000000000000000
2018-06-19 23:04:00,6699.0000000000000000,6747.7667066000000000,6690.0000000000000000,6747.7667066000000000,747.24642262,6747.7667066000000000
2018-06-20 00:03:00,6722.0000000000000000,6723.0000000000000000,6691.6593682700000000,6699.0000000000000000,722.26108065,6699.0000000000000000
2018-06-20 02:09:00,6742.8062498500000000,6746.0200000000000000,6730.7818152400000000,6733.0000000000000000,702.65419271,6733.0000000000000000
2018-06-20 02:10:00,6743.0925004700000000,6746.0200000000000000,6730.7818152400000000,6733.0000000000000000,702.25891242,6733.0000000000000000
2018-06-20 03:02:00,6637.9567000000000000,6743.2999959300000000,6637.9567000000000000,6730.7818152400000000,656.26099454,6730.7818152400000000
2018-06-20 04:01:00,6613.9945778400000000,6637.9567000000000000,6556.6365003900000000,6637.9567000000000000,660.07365578,6637.9567000000000000
2018-06-20 05:01:00,6601.0944369800000000,6611.0100000000000000,6586.6462410400000000,6611.0100000000000000,763.82792877,6611.0100000000000000
2018-06-20 06:03:00,6600.0472178000000000,6619.2629389100000000,6598.6000000000000000,6602.0314794700000000,741.37453546,6602.0314794700000000
2018-06-20 07:02:00,6598.4222805300000000,6601.7617773200000000,6575.3854754400000000,6600.0472178000000000,732.19164949,6600.0472178000000000
2018-06-20 08:01:00,6582.6100001500000000,6610.8169594200000000,6582.6055707000000000,6598.4222805300000000,735.79297893,6598.4222805300000000
2018-06-20 09:01:00,6626.7344803300000000,6645.0000000000000000,6582.6055707000000000,6595.9345247600000000,754.65678992,6595.9345247600000000
2018-06-20 10:03:00,6618.1573934500000000,6632.6578179200000000,6612.1573788900000000,6626.6237589300000000,759.57651936,6626.6237589300000000
2018-06-20 11:02:00,6635.0000000000000000,6635.9709014900000000,6618.1573934500000000,6618.1573934500000000,748.25974183,6618.1573934500000000
2018-06-20 12:02:00,6643.2783670300000000,6650.7422887200000000,6618.0327684000000000,6635.9700662800000000,751.52894404,6635.9700662800000000
2018-06-20 13:03:00,6622.0000000000000000,6642.8591520300000000,6612.4994934900000000,6642.8591520300000000,763.60562461,6642.8591520300000000
2018-06-20 14:04:00,6616.7738413500000000,6633.3088450100000000,6612.4994950900000000,6622.0000000000000000,748.45035662,6622.0000000000000000
2018-06-20 15:02:00,6612.9000012200000000,6630.0000000000000000,6612.4994934900000000,6620.0000000000000000,612.64356863,6620.0000000000000000
2018-06-20 16:05:00,6738.4200874300000000,6750.0324820800000000,6595.0010000000000000,6617.5517783200000000,577.45561308,6617.5517783200000000
2018-06-20 17:05:00,6767.9999998100000000,6771.4488559000000000,6733.7577802500000000,6733.7577802500000000,528.49856076,6733.7577802500000000
2018-06-20 18:06:00,6764.0000007000000000,6767.1919542300000000,6746.4296567300000000,6764.5186407000000000,530.02966048,6764.5186407000000000
2018-06-20 19:04:00,6750.6800000100000000,6802.0000000000000000,6750.6750000000000000,6767.1919542300000000,517.97262506,6767.1919542300000000
2018-06-20 20:03:00,6759.5000000000000000,6761.2797982600000000,6736.9547642100000000,6750.6800000100000000,504.05408587,6750.6800000100000000
2018-06-20 21:02:00,6760.1000000000000000,6769.4833823500000000,6746.4200000000000000,6759.5000000000000000,497.61771067,6759.5000000000000000
2018-06-20 22:02:00,6759.1837589600000000,6765.2233597400000000,6747.2615849500000000,6759.6000000000000000,495.88914259,6759.6000000000000000
2018-06-20 23:02:00,6743.0100000000000000,6758.0607161300000000,6725.0000000000000000,6749.3362410400000000,475.79093159,6749.3362410400000000
2018-06-21 00:02:00,6718.0350001900000000,6747.9113031900000000,6702.0111247800000000,6743.0100000000000000,486.88812504,6743.0100000000000000
2018-06-21 01:02:00,6730.4078861800000000,6732.4361155900000000,6702.0431050300000000,6730.6927450900000000,545.35050634,6730.6927450900000000
2018-06-21 02:06:00,6753.4412994700000000,6755.1270423000000000,6737.5820470800000000,6737.5820470800000000,545.17815122,6737.5820470800000000
